Job_Offer,Classification,Original_Job_Offer
Chargés études Rabat Gestion projet Etudes R D Marketing Débutant poste Rabat région Maroc no info Rationalisme Besoin autonomie Besoin action Ambition Recherche nouveauté Flexibilité Extraversion Organisation Votre principale mission consistera réaliser études quantitatives qualitatives spécifiques confiées direction générale cadre politique innovation Jeune diplômé e grandes écoles commerce ingénieur faites preuve maturité intellectuelle culturelle ainsi esprit critique créatif rue El Mourtada,0,"4 Chargés d'études - Rabat - Gestion projet / Etudes / R&D - Marketing - Débutant - 4 poste(s) sur Rabat et région - Maroc - nan - no info - Rationalisme|Besoin d'autonomie|Besoin d'action|Ambition|Recherche de nouveauté|Flexibilité|Extraversion|Organisation - Votre principale mission consistera à réaliser les études quantitatives et qualitatives spécifiques confiées par la direction générale dans le cadre de sa politique d’innovation. - Jeune diplômé(e) de grandes écoles de commerce et/ ou d’ingénieur, vous faites preuve de maturité intellectuelle et culturelle ainsi que d’un esprit critique et créatif. - 14, rue El Mourtada - nan - nan - nan"
Chef Comptable Rabat Audit Conseil Gestion Comptabilité Finance De ans poste Rabat région Maroc no info Flexibilité Organisation Rationalisme Besoin réflexion Besoin objectivité Respect règles Conventionnel Rattaché e Direction administrative financière principale responsabilité analyse tenue comptes respect réglementation comptable fiscale sociale vigueur A titre encadrerez ensemble membres service comptabilité interface référence vis vis interlocuteurs extérieurs entreprise Agé e ans formation spécialisée finance comptabilité justifiez expérience moins cinq ans fonction durant laquelle développé forte maîtrise techniques outils comptabilité ainsi qualités managériales certaines rue El Mourtada,0,"Chef Comptable - Rabat - Audit / Conseil - Gestion / Comptabilité / Finance - De 5 à 10 ans - 1 poste(s) sur Rabat et région - Maroc - nan - no info - Flexibilité|Organisation|Rationalisme|Besoin de réflexion|Besoin d'objectivité|Respect des règles|Conventionnel - Rattaché(e) à la Direction administrative et financière, vous aurez pour principale responsabilité l’analyse et la tenue des comptes dans le respect de la réglementation comptable, fiscale et sociale en vigueur. A ce titre vous encadrerez l’ensemble des membres du service de comptabilité et serez l’interface de référence vis-à-vis des interlocuteurs extérieurs de l’entreprise. - Agé(e) de 28 à 35 ans, de formation spécialisée en finance ou comptabilité, vous justifiez d’une expérience d’au moins cinq (5) ans dans la fonction durant laquelle vous avez développé une forte maîtrise des techniques et outils de comptabilité ainsi que des qualités managériales certaines. - 14, rue El Mourtada - nan - nan - nan"
Comptable Berrechid Gestion Comptabilité Finance Avocat Juriste Fiscaliste De ans poste Settat région Maroc no info Besoin objectivité Organisation Rationalisme Respect règles Conventionnel Distance émotionnelle Besoin réflexion Mission sein service Comptabilité assisterez Responsable Administratif Financier auquel rattaché tenue Comptabilité Générale Paie garantissant fiabilité conformité réglementaire comptes ainsi respect procédures entreprise Formation supérieure Comptabilité Bac Expérience stable Comptabilité Générale Ce poste basé Berrechid,0,"Comptable - Berrechid - Gestion / Comptabilité / Finance - Avocat / Juriste / Fiscaliste - De 1 à 3 ans - 1 poste(s) sur Settat et région - Maroc - nan - no info - Besoin d'objectivité|Organisation|Rationalisme|Respect des règles|Conventionnel|Distance émotionnelle|Besoin de réflexion - Mission : au sein du service Comptabilité, vous assisterez le Responsable Administratif et Financier auquel vous serez rattaché dans la tenue de la Comptabilité Générale et de la Paie, en garantissant la fiabilité et la conformité réglementaire des comptes, ainsi que le respect des procédures de l’entreprise. - Formation supérieure en Comptabilité (Bac +2). Expérience stable en Comptabilité Générale. Ce poste sera basé à Berrechid. - nan - nan - nan - nan"
Responsable Unité Autonome Production Aïn Sebaa Production Qualité Sécurité Maintenance Méthodes Process Industrialisation De ans poste Casablanca région Maroc no info Besoin objectivité Ténacité Organisation Rationalisme Respect règles Besoin réflexion Recherche nouveauté Directement rattaché Directeur Site Responsabilité Piloter encadrer animer fonction fabrication souci progrès permanent Assurer obtention amélioration qualité produits Piloter démarrages modifications extinction produits secteur Veiller adéquation charge capacité terme moyens personnels Veiller perfectionnement potentiel humain moyens afin atteindre objectifs productivité Veiller garantir sécurité personnels secteur Respecter politique environnementale site Expérience requise Minimum années domaine Production Logistique Une expérience complémentaire domaine Production plus Compétences requises Management production Orienté résultats Connaissance application outils axes Connaissance produit VECS Français arabe courants Poste Management,0,"Responsable Unité Autonome de Production - Aïn Sebaa - Production / Qualité / Sécurité / Maintenance - Méthodes / Process / Industrialisation - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'objectivité|Ténacité|Organisation|Rationalisme|Respect des règles|Besoin de réflexion|Recherche de nouveauté - Directement rattaché au Directeur du Site, vous aurez pour Responsabilité de : - Piloter, encadrer et animer la fonction fabrication dans un souci de progrès permanent - Assurer l'obtention et l'amélioration de la qualité des produits - Piloter les démarrages modifications et extinction des produits du secteur - Veiller à l'adéquation charge/capacité en terme de moyens et de personnels - Veiller au perfectionnement du potentiel humain et des moyens afin d'atteindre les objectifs de productivité - Veiller à garantir la sécurité des personnels de son secteur. - Respecter la politique environnementale du site - Expérience requise : Minimum 7 années dans le domaine de la Production / Logistique. Une expérience complémentaire dans le domaine de la Production serait un plus. Compétences requises : - Management de production - Orienté résultats - Connaissance et application des outils 5 axes - Connaissance produit VECS - Français et arabe courants - nan - Poste avec Management - nan - nan"
Manager Customer Care Casablanca Administration ventes SAV Commercial Vente Export De ans poste Casablanca région Maroc no info Volonté persuasion Improvisation Implication travail Extraversion Ambition Recherche nouveauté Raison être poste Garantir haut niveau satisfaction client domaine service après vente hors considérations techniques matériel Ce service client mesuré capacité gérer appels entrants durée résolution problèmes satisfaction clients ingénieurs commerciaux principaux partenaires EMF Transporteurs Contenu Mettre place procédures concourent satisfaction clients efficacité équipe adhésion SLAs Service Level Agreements Customer Care Rédiger rapports Directeur Customer care Aider autres personnes Customer Care résolution difficultés rencontrées Assurer développement formation équipe accord Directeur customer care Dimension Gérer équipe personnes Clients Internes Externes Internes Les responsables équipes customer care Opérations Qualité hotline recouvrement Les seniors middles managers autres services EMF Externes Clients DELL Equipe Qualité Fournisseurs Transporteurs Profil souhaité Diplôme Ecole Commerce équivalent type master bac Une expérience réussie plus huit années fonction similaire management équipes Une parfaite maîtrise Français Anglais Casaneashore Poste Management,0,"Manager Customer Care - Casablanca - Administration des ventes / SAV - Commercial / Vente / Export - De 5 à 10 ans - 3 poste(s) sur Casablanca et région - Maroc - nan - no info - Volonté de persuasion|Improvisation|Implication au travail|Extraversion|Ambition|Recherche de nouveauté - Raison d'être du poste : - Garantir un haut niveau de satisfaction client dans le domaine du service après vente (hors considérations techniques du matériel). Ce service client sera mesuré par la capacité à gérer les appels entrants, la durée de résolution des problèmes, la satisfaction des clients, des ingénieurs commerciaux - et des principaux partenaires (EMF, Transporteurs). Contenu : - Mettre en place des procédures qui concourent à la satisfaction des clients, à l’efficacité de l’équipe et à l’adhésion aux SLAs (« Service Level Agreements ») du Customer Care. - Rédiger des rapports au Directeur Customer care - Aider les autres personnes du Customer Care dans la résolution des difficultés rencontrées. - Assurer le développement et la formation de l’équipe en accord avec le Directeur customer care Dimension : - Gérer une équipe de 80 personnes - Clients Internes et Externes Internes : - Les responsables d’équipes customer care - Opérations - Qualité - hotline - recouvrement - Les seniors et middles managers dans les autres services - EMF Externes : - Clients DELL - Equipe Qualité - Fournisseurs - Transporteurs. - Profil souhaité : - Diplôme d’Ecole de Commerce ou équivalent (de type master / bac + 4); - Une expérience réussie de plus de huit années dans une fonction similaire et le management d'équipes - Une parfaite maîtrise du Français et de l’Anglais - Casaneashore - Poste avec Management - nan - nan"
Ingénieur Développeur NET Rabat Multimédia Internet Informatique Electronique Autres régions Maroc no info Besoin autonomie Besoin réflexion Ambition Implication travail Recherche nouveauté Vous interviendrez projets envergure régie mode offshore Vous aimez concevoir développer souhaitez évoluer sein structure taille humaine mesure accompagnez projets novateurs Vous participerez rédaction spécifications fonctionnelles détaillées spécifications techniques prototypage développement applicatifs recettage unitaire tests intégration ainsi accompagnement utilisateurs De formation Ingénieur école ingénieur équivalent universitaire acquis minimum an expérience NET Vous compétent technologies Visual Studio NET C XML SQL Server possédez éventuellement expertise SharePoint Une certification Microsoft plus Rémunération Très motivante Ces postes pourvoir immédiatement Confidentialité garantie,1,"Ingénieur Développeur .NET - Rabat - Multimédia / Internet - Informatique / Electronique - nan - Autres régions - Maroc - nan - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - - Vous interviendrez sur des projets d’envergure en régie ou en mode offshore. - Vous aimez concevoir et développer, vous souhaitez évoluer au sein d’une structure à taille humaine qui soit en mesure de vous accompagnez sur des projets novateurs. - Vous participerez à la rédaction des spécifications fonctionnelles détaillées et des spécifications techniques, au prototypage et au développement des applicatifs, au recettage unitaire et aux tests d’intégration ainsi qu’à l'accompagnement des utilisateurs. - De formation Ingénieur (école d'ingénieur ou équivalent universitaire), vous avez à votre acquis au minimum 1 an d'expérience en .NET. Vous êtes compétent sur les technologies Visual Studio .NET, C#, XML, SQL Server et possédez éventuellement une expertise sur SharePoint 2003. Une certification Microsoft est un plus. Rémunération : Très motivante Ces postes sont à pourvoir immédiatement. Confidentialité garantie - nan - nan - nan - nan"
Responsable Ressources Humaines UAP Bouskoura RH Personnel Formation Automobile Motos Cycles De ans poste Béni Mellal région Maroc no info Besoin objectivité Extraversion Besoin autonomie Implication travail Recherche nouveauté MISSIONS PRINCIPALES Gestion temps présence Suivi absentéisme Exploitation journalière mensuelle logiciel temps présence Transmission heures travaillées service paie Gestion administrative Suivi effectif UAP Entretien personnel absentéisme qualité productivité Suivi réduction accidents travail atelier CHST Assistance responsables production gestion personnel Participation réunions DRH réunions mn UAP Suivi évolution UAP primes SPV Suivi animation PA UAP Réception requêtes personnel UAP Suivi réclamations Paie transport banque Participation embauches Suivi évolution actions formation Social Visites régulières atelier écoute personnel Gestion suivi femmes enceintes médecin travail infirmière Visites régulières assistance équipe nuit Respect standard S règles sûreté sécurité environnement définies RESPONSABILITES PARTICULIERES EN MATIERE DE QUALITE Suivi absentéisme Atelier Consolidation tableaux bord Suivi indicateurs Axe IP UAP Pour poste recherchons candidat suivant Formation Bac Sciences économiques juridiques doublé idéalement formation Ressources Humaines Minimum ans expérience professionnelle domaine RH Age moins ans Poste Management,0,"Responsable Ressources Humaines UAP - Bouskoura - RH / Personnel / Formation - Automobile / Motos / Cycles - De 3 à 5 ans - 1 poste(s) sur Béni Mellal et région - Maroc - nan - no info - Besoin d'objectivité|Extraversion|Besoin d'autonomie|Implication au travail|Recherche de nouveauté - MISSIONS PRINCIPALES : 1.Gestion temps de présence • Suivi de l’absentéisme • Exploitation journalière et mensuelle du logiciel du temps de présence • Transmission des heures travaillées au service paie 2. Gestion administrative • Suivi effectif UAP • Entretien avec le personnel (absentéisme, qualité, productivité,..) • Suivi et réduction des accidents de travail dans l’atelier avec le CHST • Assistance des responsables de production dans la gestion du personnel • Participation aux réunions avec le DRH et les réunions 5 mn UAP • Suivi évolution UAP et primes (SPV) • Suivi et animation des PA de l’UAP • Réception des requêtes du personnel UAP • Suivi des réclamations (Paie, transport, banque, …) • Participation aux embauches • Suivi évolution actions de formation 3.Social • Visites régulières de l’atelier et écoute du personnel • Gestion et suivi des femmes enceintes avec le médecin de travail et l’infirmière • Visites régulières et assistance de l’équipe de nuit • Respect du standard 5S et les règles de sûreté, de sécurité, et de l’environnement définies. RESPONSABILITES PARTICULIERES EN MATIERE DE QUALITE : - Suivi de l’absentéisme dans l’Atelier. - Consolidation des tableaux de bord - Suivi des indicateurs Axe IP UAP - Pour ce poste, nous recherchons le candidat suivant : - Formation Bac+4 (Sciences économiques ou juridiques) doublé idéalement d'une formation en Ressources Humaines. - Minimum 3 ans d'expérience professionnelle dans le domaine RH - Age : moins de 40 ans. - nan - Poste avec Management - nan - nan"
Chef Equipe Bouskoura Commercial Vente Export Méthodes Process Industrialisation De ans poste Casablanca région Maroc no info Volonté persuasion Extraversion Intuition Spontanéité Ambition Recherche nouveauté Organisation Respect règles Besoin réflexion MISSIONS PRINCIPALES Assure encadrement opérateurs UAP Suivi individuel productivité Qualité Gestion absentéisme Organise travail respecter besoins clients Veille respect règles travail Suit performances UAP niveau productivité qualité propose actions correctives Coordonne propositions amélioration équipe Assure mise jour effectifs chaque ZAP Animateur périmètre responsabilité Respecter standard défini règles sûreté sécurité environnement définies Maîtrise Génie mécanique Electromécanique ans expérience fonction similaire BTS DUT génie mécanique minimum ans expérience fonction similaire Idéalement experience domaine câblage Poste Management,0,"Chef d'Equipe - Bouskoura - Commercial / Vente / Export - Méthodes / Process / Industrialisation - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Volonté de persuasion|Extraversion|Intuition / Spontanéité|Ambition|Recherche de nouveauté|Organisation|Respect des règles|Besoin de réflexion - MISSIONS PRINCIPALES : - Assure l’encadrement des opérateurs de l’UAP - Suivi individuel de la productivité et de la Qualité - Gestion de l'absentéisme - Organise le travail pour respecter les besoins clients - Veille au respect des règles de travail - Suit les performances de l’UAP au niveau productivité et qualité et propose des actions correctives - Coordonne les propositions d’amélioration de son équipe - Assure la mise à jour des effectifs pour chaque ZAP. - Animateur de son périmètre de responsabilité - Respecter le standard 5s défini et les règles de sûreté,de sécurité et d’environnement définies - - Maîtrise en Génie mécanique/Electromécanique avec 3 ans d'expérience dans une fonction similaire. - BTS/DUT en génie mécanique avec au minimum 4 ans d'expérience dans une fonction similaire. - Idéalement une experience dans le domaine du câblage. - nan - Poste avec Management - nan - nan"
Commercial Casablanca Commercial Vente Export Administration ventes SAV De ans poste Casablanca région Maroc no info Volonté persuasion Extraversion Ambition Recherche nouveauté Improvisation Implication travail Rattaché Direction Commerciale mission principale consiste optimiser intervention auprès clientèle prescripteurs architectes Bureaux étude promoteurs Pour cela recueillez informations suivez projets faites prescrire produits Vous analysez besoins attentes client proposez solution adaptée Vous affût informations relatives secteur produits concurrents projets envergure assurez communication auprès équipe commerciale En outre afin optimiser déroulement activité transmettez critiques suggestions relatives produits services Vous candidat ans formation généraliste gestion commerce ESG HEM Votre sérieux flexibilité qualités relationnelles atouts clés réussir cette fonction Si descriptif correspond aspirations professionnelles merci adresser dossier candidature CV ReKrute lettre motivation prétentions salariales photo Votre candidature traitée plus grande confidentialité,0,"Commercial - Casablanca - Commercial / Vente / Export - Administration des ventes / SAV - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Volonté de persuasion|Extraversion|Ambition|Recherche de nouveauté|Improvisation|Implication au travail - Rattaché à la Direction Commerciale, votre mission principale consiste à optimiser notre intervention auprès de la clientèle des prescripteurs (architectes, Bureaux d’étude, promoteurs …). Pour cela, vous recueillez les informations, suivez les projets et faites prescrire nos produits. Vous analysez les besoins et attentes du client, et lui proposez une solution adaptée. Vous êtes à l’affût des informations relatives à notre secteur (produits concurrents, projets d’envergure…) et vous en assurez la communication auprès de l’équipe commerciale. En outre, et afin d’optimiser le déroulement de notre activité, vous transmettez les critiques et suggestions relatives à nos produits et services. - Vous êtes un candidat (24/27 ans) de formation généraliste en gestion/ commerce (ESG, HEM…). Votre sérieux, flexibilité et qualités relationnelles sont des atouts clés pour réussir dans cette fonction. Si ce descriptif correspond à vos aspirations professionnelles, merci d’adresser votre dossier de candidature (CV ReKrute, lettre de motivation, prétentions salariales et photo. Votre candidature sera traitée dans la plus grande confidentialité - - - nan - nan - nan"
Contrôleur Gestion Casablanca Gestion Comptabilité Finance Avocat Juriste Fiscaliste De ans poste Casablanca région Maroc no info Besoin objectivité Organisation Rationalisme Respect règles Conventionnel Distance émotionnelle Besoin réflexion Rattaché Direction Financière mission consiste coordonner optimiser système contrôle Pour cela recueillez informations concernant différents budgets veillez préparation Vous établissez reporting mensuel ainsi différents travaux périodiques exigés maison mère interne Vous impliqué comptabilité analytique gestion coûts générale liasse fiscale TVA En outre amené collaborer service informatique nécessite connaissances solides micro informatique Excel Visual Basic Aussi travaillez différentes interfaces entreprise commercial marketing technique Vous candidat ans formation supérieure gestion finance école type ENCG ESG Vous expérience environ ans fonction similaire Votre rigueur polyvalence disponibilité atouts clés réussite poste Si descriptifs correspond aspirations professionnelles merci adresser dossier candidature CV ReKrute lettre motivation prétentions salariales photo Votre candidature traitée plus grande confidentialité Poste Management,0,"Contrôleur de Gestion - Casablanca - Gestion / Comptabilité / Finance - Avocat / Juriste / Fiscaliste - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'objectivité|Organisation|Rationalisme|Respect des règles|Conventionnel|Distance émotionnelle|Besoin de réflexion - Rattaché à la Direction Financière, votre mission consiste à coordonner et optimiser notre système de contrôle. Pour cela, vous recueillez les informations concernant les différents budgets, et veillez à leur préparation. Vous établissez le reporting mensuel ainsi que les différents travaux périodiques exigés par notre maison mère et en interne. Vous êtes impliqué dans la comptabilité analytique (gestion de coûts) et générale (liasse fiscale, TVA…). En outre, vous serez amené à collaborer avec le service informatique, ce qui nécessite des connaissances solides en micro-informatique (Excel et Visual Basic). Aussi, vous travaillez avec différentes interfaces de notre entreprise (commercial, marketing, technique). - Vous êtes un candidat (24/28 ans) de formation supérieure en gestion/finance dans une école type (ENCG, ESG…). Vous avez une expérience d’environ 3 ans dans une fonction similaire. Votre rigueur, polyvalence et disponibilité sont des atouts clés à la réussite dans ce poste. Si l’un de ces descriptifs correspond à vos aspirations professionnelles, merci d’adresser votre dossier de candidature (CV ReKrute, lettre de motivation, prétentions salariales et photo. Votre candidature sera traitée dans la plus grande confidentialité. - - - Poste avec Management - nan - nan"
Commerciaux Forts Potentiels Casablanca Commercial Vente Export Administration ventes SAV De ans poste Casablanca région Maroc no info Volonté persuasion Extraversion Ambition Recherche nouveauté Improvisation Implication travail Rattaché direction commerciale mission principale consiste consolider image auprès clients existants développer parts marchés nationaux Pour cela animez différents réseaux distribution détaillants revendeurs Vous également responsable collecte information concernant évolution marché Vous responsable prescription métiers bâtiment Vous travaillez ensemble cycle vente base données clients prospection visites clients propositions commerciales négociation conclusion vente En outre afin garantir suivi assurez reporting régulier ensemble actions terrain Vous e candidat e ans formation supérieure généraliste technique Bac Vous disposez expérience environ ans fonction similaire secteurs type industriel BTP second oeuvre Votre talent négociateur sens relationnel grande persévérance atouts majeurs réussir poste Si descriptif correspond aspirations professionnelles merci adresser dossier candidature CV ReKrute lettre motivation prétentions salariales photo Votre candidature traitée plus grande confidentialité,0,"Commerciaux à Forts Potentiels - Casablanca - Commercial / Vente / Export - Administration des ventes / SAV - De 3 à 5 ans - 5 poste(s) sur Casablanca et région - Maroc - nan - no info - Volonté de persuasion|Extraversion|Ambition|Recherche de nouveauté|Improvisation|Implication au travail - Rattaché à la direction commerciale, votre mission principale consiste à consolider notre image auprès des clients existants et à développer nos parts de marchés nationaux. Pour cela, vous animez nos différents réseaux de distribution (détaillants, revendeurs…). Vous êtes également responsable de la collecte de l’information concernant l’évolution du marché. Vous êtes responsable de la prescription des métiers du bâtiment. Vous travaillez sur l’ensemble du cycle de vente (base de données clients, prospection, visites clients, propositions commerciales, négociation et conclusion de la vente). En outre et afin de garantir un suivi, vous assurez un reporting régulier de l’ensemble de vos actions sur le terrain. - Vous êtes un(e) candidat(e) (23-28 ans) de formation supérieure généraliste ou technique (Bac+2/3). Vous disposez d’une expérience d’environ 3 ans dans une fonction similaire dans des secteurs type industriel, BTP, second oeuvre. Votre talent de négociateur, votre sens du relationnel et grande persévérance, seront vos atouts majeurs pour réussir à ce poste. Si ce descriptif correspond à vos aspirations professionnelles, merci d’adresser votre dossier de candidature (CV ReKrute, lettre de motivation, prétentions salariales et photo...). Votre candidature sera traitée dans la plus grande confidentialité - - - nan - nan - nan"
Infographiste Designer Casablanca Informatique Electronique Multimédia Internet De ans poste Casablanca région Maroc no info Besoin autonomie Besoin réflexion Ambition Implication travail Recherche nouveauté Infographiste bonne connaissance web réalisation infographie sites WEB bannières publicitaire animations flash rédaction cartographique Poste basé Casablanca Bonne connaissance outils infographie ADOBE FLASH web expérience concrète travaux infographie web Casablanca Technopark,1,"Infographiste / Designer - Casablanca - Informatique / Electronique - Multimédia / Internet - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Infographiste avec bonne connaissance web pour réalisation d’infographie sur des sites WEB, de bannières publicitaire, d’animations flash, et de rédaction cartographique. Poste basé à Casablanca. - Bonne connaissance des outils d’infographie (ADOBE, FLASH…) et du web, expérience concrète dans des travaux d’infographie sur le web. - Casablanca Technopark - nan - nan - nan"
Directeur Information H F Casablanca Responsable Département Communication Publicité RP De ans poste Casablanca région Maroc no info Flexibilité Extraversion Organisation Rationalisme Implication travail Ambition Recherche nouveauté Etablie lignes directrices gestion efficace information Planifie organise coordonne activités service Etablit politiques stratégiques définition programmes Établit politiques assurer confidentialité sécurité données ainsi facilité traitement données Est responsable équipe journalistes Formation journalisme Expérience minimum trois ans radio Parfaitement bilingue Arabe Français Pratique courante anglais indispensable Autonome rigoureux motivé av F A R Tour Habous ème étage Poste Management,0,"Directeur de l’Information H/F - Casablanca - Responsable de Département - Communication / Publicité / RP - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Rationalisme|Implication au travail|Ambition|Recherche de nouveauté - - Etablie des lignes directrices pour la gestion efficace de l'information. -Planifie, organise et coordonne les activités du service. -Etablit des politiques stratégiques pour la définition des programmes. - Établit des politiques pour assurer la confidentialité et la sécurité des données ainsi que la facilité du traitement des données; - Est responsable d'une équipe de journalistes. - ·Formation en journalisme ·Expérience minimum de trois ans dans la radio ·Parfaitement bilingue (Arabe/Français) ·Pratique courante de l’anglais indispensable ·Autonome, rigoureux et motivé - 58 av. des F.A.R - Tour des Habous 14ème étage - Poste avec Management - nan - nan"
Journaliste Arabophone H F postes Casablanca Journalisme Traduction Communication Publicité RP De ans poste Casablanca région Maroc no info Besoin objectivité Rationalisme Besoin autonomie Recherche nouveauté Flexibilité Extraversion Ambition Rattaché Directeur information amené Collecter informations auprès acteurs locaux Mener enquêtes interview Intervenir antenne selon fréquences bulletins information Animer rubriques éditoriaux Formation journalisme Bonne connaissance outils informatiques Expérience journalisme Radio Maîtrise parfaite Arabe Classique Réactif Dynamique Motivé av F A R Tour Habous ème étage,0,"Journaliste Arabophone H/F (12 postes) - Casablanca - Journalisme / Traduction - Communication / Publicité / RP - De 1 à 3 ans - 6 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'objectivité|Rationalisme|Besoin d'autonomie|Recherche de nouveauté|Flexibilité|Extraversion|Ambition - Rattaché au Directeur de l’information, vous serez amené à ·Collecter les informations auprès des acteurs locaux. ·Mener des enquêtes et interview. ·Intervenir à l’antenne selon les fréquences des bulletins d’information ·Animer des rubriques ou des éditoriaux. - ·Formation en journalisme ·Bonne connaissance des outils informatiques ·Expérience en journalisme Radio ·Maîtrise parfaite de l’Arabe Classique. ·Réactif, Dynamique et Motivé. - 58 av. des F.A.R - Tour des Habous 14ème étage - nan - nan - nan"
Journaliste Francophone H F postes Casablanca Journalisme Traduction Communication Publicité RP De ans poste Casablanca région Maroc no info Besoin objectivité Rationalisme Besoin autonomie Recherche nouveauté Flexibilité Extraversion Ambition Rattaché Directeur information amené Collecter informations auprès acteurs locaux Mener enquêtes interview Intervenir antenne selon fréquences bulletins information Animer rubriques éditoriaux Formation journalisme Bonne connaissance outils informatiques Expérience journalisme Maîtrise parfaite français Réactif Dynamique Motivé av F A R Tour Habous ème étage,0,"Journaliste Francophone  H/F (6 postes) - Casablanca - Journalisme / Traduction - Communication / Publicité / RP - De 1 à 3 ans - 6 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'objectivité|Rationalisme|Besoin d'autonomie|Recherche de nouveauté|Flexibilité|Extraversion|Ambition - Rattaché au Directeur de l’information, vous serez amené ·Collecter les informations auprès des acteurs locaux. ·Mener des enquêtes et interview. ·Intervenir à l’antenne selon les fréquences des bulletins d’information ·Animer des rubriques ou des éditoriaux. - ·Formation en journalisme ·Bonne connaissance des outils informatiques ·Expérience en journalisme. ·Maîtrise parfaite du français. ·Réactif, Dynamique et Motivé. - 58 av. des F.A.R - Tour des Habous 14ème étage - nan - nan - nan"
Responsable Artistique H F Casablanca Communication Publicité RP Marketing De ans poste Casablanca région Maroc no info Flexibilité Extraversion Ambition Recherche nouveauté Organisation En collaboration autres services administration technique marketing charge Gérer planning Organiser service Etablir suivre budget Animation Vous sensibilité artistique développée grandes facultés relationnelles esprit créatif curieux qualités analyse synthèse Formation métiers art culture Bonnes Connaissances musicales Parfaitement bilingue av F A R Tour Habous ème étage Poste Management,0,"Responsable Artistique H/F - Casablanca - Communication / Publicité / RP - Marketing - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Flexibilité|Extraversion|Ambition|Recherche de nouveauté|Organisation - En collaboration avec les autres services (administration, technique, marketing…), vous aurez en charge de : ·Gérer le planning, ·Organiser le service , ·Etablir et suivre le budget Animation . - Vous avez une sensibilité artistique développée , de grandes facultés relationnelles, un esprit créatif et curieux, des qualités d’analyse et de synthèse. ·Formation aux métiers de l’art et de la culture ·Bonnes Connaissances musicales ·Parfaitement bilingue - 58 av. des F.A.R - Tour des Habous 14ème étage - Poste avec Management - nan - nan"
Directeur Technique Casablanca Responsable Département Méthodes Process Industrialisation De ans poste Casablanca région Maroc no info Flexibilité Extraversion Organisation Rationalisme Implication travail Respect règles Besoin réflexion Recherche nouveauté Pilier entreprise rôle articule autour plusieurs enjeux Anticiper avenir technique entreprise Assurer production travers management département plusieurs personnes Techniciens analystes chefs projet Assurer rôle support problématiques fortes avant vente leadership équipe technique etc Formation techniques audiovisuelles Technicien chef Expérience exigée moins ans poste similaire Vos qualités Visionnaire possédant réel leadership gestion projets av F A R Tour Habous ème étage Poste Management,0,"Directeur Technique - Casablanca - Responsable de Département - Méthodes / Process / Industrialisation - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Rationalisme|Implication au travail|Respect des règles|Besoin de réflexion|Recherche de nouveauté - Pilier de notre entreprise, votre rôle s’articule autour de plusieurs enjeux : • Anticiper l’avenir technique de notre entreprise • Assurer la production, à travers un management d’un département de plusieurs personnes (Techniciens, analystes, chefs de projet…) • Assurer un rôle de support sur les problématiques fortes (avant-vente, leadership sur l’équipe technique, etc.) - ·Formation aux techniques audiovisuelles. ·Technicien en chef du son. ·Expérience exigée d’au moins 3 ans dans un poste similaire. Vos qualités : Visionnaire, possédant un réel leadership en gestion de projets - 58 av. des F.A.R - Tour des Habous 14ème étage - Poste avec Management - nan - nan"
